주제,저자,출판일,수정날짜,ISBN,출판사,세트 ISBN 부가기호,총서편차,표지이미지 URL,출판 예정일,ISBN 부가기호,세트 표현,제본 형태,BIB 여부,CIP 신청 여부,전자책여부,세트 ISBN,듀이십진분류,책요약,시리즈명,책소개,페이지수,판사항,CIP 제어번호,등록날짜,정가,목차,권차,발행제본형태,예상 가격,출판사 홈페이지 URL,책크기,DEPOSIT 여부,관계 ISBN,한국십진분류,제목,위치
0,저자 : 다즐에듀,,,9791190092043,(주식회사)다즐에듀,,,http://seoji.nl.go.kr/fu/ecip/dbfiles/CIP_FILES_TBL/2020/04/27/9791190092043.JPG,20200504,73000,,무선제본,N,N,N,,,,,,178,,,20200427,,,,종이책,비매품/무료,www.dazzleedu.com,182*257,N,,,AI 교육용 카메라와 함께하는 인공지능 SW교육 첫걸음,O5
0,저자 : 다즐에듀,,,9791190092043,(주식회사)다즐에듀,,,http://seoji.nl.go.kr/fu/ecip/dbfiles/CIP_FILES_TBL/2020/04/27/9791190092043.JPG,20200504,73000,,무선제본,N,N,N,,,,,,178,,,20200427,,,,종이책,비매품/무료,www.dazzleedu.com,182*257,N,,,AI 교육용 카메라와 함께하는 인공지능 SW교육 첫걸음,O5
0,저자 : 다즐에듀,,,9791190092043,(주식회사)다즐에듀,,,http://seoji.nl.go.kr/fu/ecip/dbfiles/CIP_FILES_TBL/2020/04/27/9791190092043.JPG,20200504,73000,,무선제본,N,N,N,,,,,,178,,,20200427,,,,종이책,비매품/무료,www.dazzleedu.com,182*257,N,,,AI 교육용 카메라와 함께하는 인공지능 SW교육 첫걸음,O5
0,저자 : 다즐에듀,,,9791190092043,(주식회사)다즐에듀,,,http://seoji.nl.go.kr/fu/ecip/dbfiles/CIP_FILES_TBL/2020/04/27/9791190092043.JPG,20200504,73000,,무선제본,N,N,N,,,,,,178,,,20200427,,,,종이책,비매품/무료,www.dazzleedu.com,182*257,N,,,AI 교육용 카메라와 함께하는 인공지능 SW교육 첫걸음,O5
